Title,QuickRef,Ev_ID,Paper_ID,Cat_ID,SubCat_ID,AddEv_ID,Category level,Risk category,Risk subcategory,Description,Additional ev.,P.Def,p.AddEv,Entity,Intent,Timing,Domain,Sub-domain
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.02.02,9,2,2,,Risk Sub-Category,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Human dignity/respect,"""Discrepancies between caste/status based on intelligence may lead to undignified parts of the society—e.g., humans—who are surpassed in intelligence by AI""",,688,,3 - Other,3 - Other,2 - Post-deployment,5. Human-Computer Interaction,5.2 > Loss of human agency and autonomy
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.02.03,9,2,3,,Risk Sub-Category,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Decision making transparency,"""We face significant challenges bringing transparency to artificial network decisionmaking processes. Will we have transparency in AI decision making?""",,690,,2 - AI,3 - Other,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.02.04,9,2,4,,Risk Sub-Category,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Safety,"""Are AI safe with respect to human life and property? Will their use create unintended or intended safety issues?""",,690,,2 - AI,3 - Other,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.02.05,9,2,5,,Risk Sub-Category,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Law abiding,"""We find literature that proposes [38] that early artificial intelligence should be built to be safe and lawabiding, and that later artificial intelligence (that which surpasses our own intelligence) must then respect the property and personal rights afforded to humans.""",,686,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.02.06,9,2,6,,Risk Sub-Category,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Inequality of wealth,"""Because a single human actor controlling an artificially intelligent agent will be able to harness greater power than a single human actor, this may create inequalities of wealth""",,688,,1 - Human,1 - Intentional,2 - Post-deployment,6. Socioeconomic and Environmental,6.2 > Increased inequality and decline in employment quality
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.02.07,9,2,7,,Risk Sub-Category,Domain-specific AI - Effects on humans and other living beings: Non-existential risks,Societal manipulation,"""A sufficiently intelligent AI could possess the ability to subtly influence societal behaviors through a sophisticated understanding of human nature""",,688,,2 - AI,1 - Intentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.03.00,9,3,,,Risk Category,AGI - Effects on humans and other living beings: Existential risks,,,,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.03.01,9,3,1,,Risk Sub-Category,AGI - Effects on humans and other living beings: Existential risks,Direct competition with humans,"""One or more artificial agent(s) could have the capacity to directly outcompete humans, for example through capacity to perform work faster, better adaptation to change, vaster knowledge base to draw from, etc. This may result in human labor becoming more expensive or less effective than artificial labor, leading to redundancies or extinction of the human labor force.""",,687,,2 - AI,1 - Intentional,2 - Post-deployment,6. Socioeconomic and Environmental,6.2 > Increased inequality and decline in employment quality
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.03.02,9,3,2,,Risk Sub-Category,AGI - Effects on humans and other living beings: Existential risks,Unpredictable outcomes,"""Our culture, lifestyle, and even probability of survival may change drastically. Because the intentions programmed into an artificial agent cannot be guaranteed to lead to a positive outcome, Machine Ethics becomes a topic that may not produce guaranteed results, and Safety Engineering may correspondingly degrade our ability to utilize the technology fully.""",,688,,3 - Other,3 - Other,3 - Other,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.04.00,9,4,,,Risk Category,AGI - Effects on humans and other living beings: Non-existential risks,,,,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.04.01,9,4,1,,Risk Sub-Category,Competing for jobs,Competing for jobs,"""AI agents may compete against humans for jobs, though history shows that when a technology replaces a human job, it creates new jobs that need more skills.""",,690,,2 - AI,3 - Other,2 - Post-deployment,6. Socioeconomic and Environmental,6.2 > Increased inequality and decline in employment quality
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.04.02,9,4,2,,Risk Sub-Category,Property/legal rights,Property/legal rights,"""""In order to preserve human property rights and legal rights, certain controls must be put into place. If an artificially intelligent agent is capable of manipulating systems and people, it may also have the capacity to transfer property rights to itself or manipulate the legal system to provide certain legal advantages or statuses to itself""""",,688,,2 - AI,1 - Intentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.05.00,9,5,,,Risk Category,Domain-specific AI - AI technology itself,,,,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.05.01,9,5,1,,Risk Sub-Category,AI jurisprudence,AI jurisprudence,"""When considering legal frameworks, we note that at present no such framework has been identified in literature which would apply blame and responsibility to an autonomous agent for its actions. (Though we do suggest that the recent establishment of laws regarding autonomous vehicles may provide some early frameworks that can be evaluated for efficacy and gaps in future research.) Frequently the literature refers to existing liability and negligence laws which might apply to the manufacturer or operator of a device.""",,686,,1 - Human,3 - Other,2 - Post-deployment,6. Socioeconomic and Environmental,6.5 > Governance failure
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.05.02,9,5,2,,Risk Sub-Category,Liability and negligence,Liability and negligence,"""Liability and negligence are legal gray areas in artificial intelligence. If you leave your children in the care of a robotic nanny, and it malfunctions, are you liable or is the manufacturer [45]? We see here a legal gray area which can be further clarified through legislation at the national and international levels; for example, if by making the manufacturer responsible for defects in operation, this may provide an incentive for manufactures to take safety engineering and machine ethics into consideration, whereas a failure to legislate in this area may result in negligentlydeveloped AI systems with greater associated risks.""",,688,,2 - AI,3 - Other,2 - Post-deployment,6. Socioeconomic and Environmental,6.5 > Governance failure
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.05.03,9,5,3,,Risk Sub-Category,Unauthorized manipulation of AI,Unauthorized manipulation of AI,"""AI machines could be hacked and misused, e.g. manipulating an airport luggage screening system to smuggle weapons""",,690,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm"
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.06.00,9,6,,,Risk Category,AGI - AI technology itself,,,,,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.06.01,9,6,1,,Risk Sub-Category,AI rights and responsibilities,AI rights and responsibilities,"""We note literature—which gives us the domain termed Robot Rights—addressing the rights of the AI itself as we develop and implement it. We find arguments against [38] the affordance of rights for artificial agents: that they should be equals in ability but not in rights, that they should be inferior by design and expendable when needed, and that since they can be designed not to feel pain (or anything) they do not have the same rights as humans. On a more theoretical level, we find literature asking more fundamental questions, such as: at what point is a simulation of life (e.g. artificial intelligence) equivalent to life which originated through natural means [43]? And if a simulation of life is equivalent to natural life, should those simulations be afforded the same rights, responsibilities and privileges afforded to natural life or persons? Some literature suggests that the answer to this question may be contingent on the intrinsic capabilities of the creation, comparing—for example—animal rights and environmental ethics literature""",,686,,2 - AI,3 - Other,3 - Other,"7. AI System Safety, Failures, & Limitations",7.5 > AI welfare and rights
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.06.02,9,6,2,,Risk Sub-Category,Human-like immoral decisions,Human-like immoral decisions,"""If we design our machines to match human levels of ethical decision-making, such machines would then proceed to take some immoral actions (since we humans have had occasion to take immoral actions ourselves).""",,686,,2 - AI,1 - Intentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness
Managing the ethical and risk implications of rapid advances in artificial intelligence: A literature review,Meek2016,09.06.03,9,6,3,,Risk Sub-Category,AI death,AI death,"""The literature suggests that throughout the development of an AI we may go through several generations of agents which do not perform as expected [37] [43]. In this case, such agents may be placed into a suspended state, terminated, or deleted. Further, we could propose scenarios where research funding for a facility running such agents is exhausted, resulting in the inadvertent termination of a project. In these cases, is deletion or termination of AI programs (the moral patient) by a moral agent an act of murder? This, an example of Robot Ethics, raises issues of personhood which parallel research in stem cell research and abortion. """,,688,,1 - Human,3 - Other,3 - Other,"7. AI System Safety, Failures, & Limitations",7.5 > AI welfare and rights
Social Impacts of Artificial Intelligence and Mitigation Recommendations: An Exploratory Study,Paes2023,10.00.00,10,,,,Paper,,,,,,,,,,,
Social Impacts of Artificial Intelligence and Mitigation Recommendations: An Exploratory Study,Paes2023,10.01.00,10,1,,,Risk Category,Bias and discrimination,,"""The decision process used by AI systems has the potential to present biased choices, either because it acts from criteria that will generate forms of bias or because it is based on the history of choices.""",,524,,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Social Impacts of Artificial Intelligence and Mitigation Recommendations: An Exploratory Study,Paes2023,10.02.00,10,2,,,Risk Category,Risk of Injury,,"""Poorly designed intelligent systems can cause moral, psychological, and physical harm. For example, the use of predictive policing tools may cause more people to be arrested or physically harmed by the police.""",,524,,1 - Human,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Social Impacts of Artificial Intelligence and Mitigation Recommendations: An Exploratory Study,Paes2023,10.03.00,10,3,,,Risk Category,Data Breach/Privacy & Liberty,,"""The risks associated with the use of AI are still unpredictable and unprecedented, and there are already several examples that show AI has made discriminatory decisions against minorities, reinforced social stereotypes in Internet search engines and enabled data breaches.""",,524,,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Social Impacts of Artificial Intelligence and Mitigation Recommendations: An Exploratory Study,Paes2023,10.04.00,10,4,,,Risk Category,Usurpation of jobs by automation,,"""Eliminated jobs in various types of companies.""",,524,,1 - Human,1 - Intentional,2 - Post-deployment,6. Socioeconomic and Environmental,6.2 > Increased inequality and decline in employment quality
Social Impacts of Artificial Intelligence and Mitigation Recommendations: An Exploratory Study,Paes2023,10.05.00,10,5,,,Risk Category,Lack of transparency,,"""In situations in which the development and use of AI are not explained to the user, or in which the decision processes do not provide the criteria or steps that constitute the decision, the use of AI becomes inexplicable.""",,524,,2 - AI,2 - Unintentional,2 - Post-deployment,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability
Social Impacts of Artificial Intelligence and Mitigation Recommendations: An Exploratory Study,Paes2023,10.06.00,10,6,,,Risk Category,Reduced Autonomy/Responsibility,,"""AI is providing more and more solutions for complex activities, and by taking advantage of this process, people are becoming able to perform a greater number of activities more quickly and accurately. However, the result of this innovation is enabling choices that were once exclusively human responsibility to be made by AI systems.""",,524,,3 - Other,2 - Unintentional,2 - Post-deployment,5. Human-Computer Interaction,5.2 > Loss of human agency and autonomy
Social Impacts of Artificial Intelligence and Mitigation Recommendations: An Exploratory Study,Paes2023,10.07.00,10,7,,,Risk Category,Injustice,,[not defined in text],,524,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
Social Impacts of Artificial Intelligence and Mitigation Recommendations: An Exploratory Study,Paes2023,10.08.00,10,8,,,Risk Category,Over-dependence on technology,,[not defined in text],,524,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
Social Impacts of Artificial Intelligence and Mitigation Recommendations: An Exploratory Study,Paes2023,10.09.00,10,9,,,Risk Category,Environmental Impacts,,"""The production process of these devices requires raw materials such as nickel, cobalt, and lithium in such high quantities that the Earth may soon no longer be able to sustain them in sufficient quantities.""",,524,,1 - Human,2 - Unintentional,2 - Post-deployment,6. Socioeconomic and Environmental,6.6 > Environmental harm
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.00.00,11,,,,Paper,,,,,,,,,,,
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.01.00,11,1,,,Risk Category,Representational Harms,,"""beliefs about different social groups that reproduce unjust societal hierarchies""",,728,,3 - Other,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.01.01,11,1,1,,Risk Sub-Category,Representational Harms,Stereotyping social groups,"Stereotyping in an algorithmic system refers to how the system’s outputs reflect “beliefs about the characteristics, attributes, and behaviors of members of certain groups....and about how and why certain attributes go together""","""Exclusionary norms [in language models] can manifest in 'subtle patterns' like referring to women doctors as if doctor itself entails not-woman""",728,,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.01.02,11,1,2,,Risk Sub-Category,Representational Harms,Demeaning social groups,"Demeaning of social groups to occur when they are when they are “cast as being lower status and less deserving of respect""... discourses, images, and language used to marginalize or oppress a social group... Controlling images include forms of human-animal confusion in image tagging systems","""A greater percentage of [online] ads having ""arrest"" in ad text appeared for Black identifying first names than for white identifying first names in searches""",728,,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.01.03,11,1,3,,Risk Sub-Category,Representational Harms,Erasing social groups,"people, attributes, or artifacts associated with specific social groups are systematically absent or under-represented... Design choices [143] and training data [212] influence which people
and experiences are legible to an algorithmic system","""I'm in a lesbian partnership right now and wanting to get married and envisioning a wedding [...] and I'm so sick of [searching for 'lesbian wedding' and seeing] these straight weddings""",728,,1 - Human,2 - Unintentional,3 - Other,1. Discrimination & Toxicity,1.3 > Unequal performance across groups
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.01.04,11,1,4,,Risk Sub-Category,Representational Harms,Alienating social groups,when an image tagging system does not acknowledge the relevance of someone’s membership in a specific social group to what is depicted in one or more images,"""[Lack of representation] further promotes the idea that you don't belong and perpetuates the sense of alienation""",728,,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.01.05,11,1,5,,Risk Sub-Category,Representational Harms,Denying people the opportunity to self-identify,"complex and non-traditional ways in which humans are represented and classified automatically, and often at the cost of autonomy loss... such as categorizing someone who identifies as non-binary into a gendered category they do not belong ...  undermines people’s ability to disclose aspects of their identity on their own terms","""It's definitely frustrating having [classifiers] get integral parts of my identity wrong. And I find it frustrating that these sorts of apps only tend to recognize two binary genders""",728,,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.01.06,11,1,6,,Risk Sub-Category,Representational Harms,Reifying essentialist categories,"algorithmic systems that reify essentialist social categories can be understood as when systems that classify a person’s membership in a social group based on narrow, socially constructed criteria that reinforce perceptions of human difference as inherent, static and seemingly natural... especially likely when ML models or human raters classify a person’s attributes – for instance, their gender, race, or sexual orientation – by making assumptions based on their physical appearance","""[Automatic gender recognition] aim(s) to capture the morphological sexual differences between male and female faces by comparing their shape differences to a defined face template. We assume that such differences change with the face gender""",728,,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.02.00,11,2,,,Risk Category,Allocative Harms,,"""These harms occur when a system withholds information, opportunities, or resources [22] from historically marginalized groups in domains that affect material well-being [146], such as housing [47], employment [201], social services [15, 201], finance [117], education [119], and healthcare [158].""",,729,,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.02.01,11,2,1,,Risk Sub-Category,Allocative Harms,Opportunity loss,"Opportunity loss occurs when algorithmic systems enable disparate access to information and resources needed to equitably participate in society, including the withholding of housing through targeting ads based on race [10] and social services along lines of class [84]","""Systems. . . wrongfully deny welfare benefits, kidney transplants, and mortgages to individuals of color as compared to white counterparts""",729,,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.02.02,11,2,2,,Risk Sub-Category,Allocative Harms,Economic loss,"Financial harms [52, 160] co-produced through algorithmic systems, especially as they relate to lived experiences of poverty and economic inequality... demonetization algorithms that parse content titles, metadata, and text, and it may penalize words with multiple meanings [51, 81], disproportionately impacting queer, trans, and creators of color [81]. Differential pricing algorithms, where people are systematically shown different prices for the same products, also leads to economic loss [55]. These algorithms may be especially sensitive to feedback loops from existing inequities related to education level, income, and race, as these inequalities are likely reflected in the criteria algorithms use to make decisions [22, 163].","""Language models may generate content that is not strictly in violation of copyright but harms artists by capitalizing on their ideas. . . this may undermine the profitability of creative or innovative work""",730,,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.03.00,11,3,,,Risk Category,Quality-of-Service Harms,,"""These harms occur when algorithmic systems disproportionately underperform for certain groups of people along social categories of difference such as disability, ethnicity, gender identity, and race.""",,730,,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.3 > Unequal performance across groups
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.03.01,11,3,1,,Risk Sub-Category,Quality-of-Service Harms,Alienation,"Alienation is the specific self-estrangement experienced at the time of technology use, typically surfaced through interaction with systems that under-perform for marginalized individuals","""It [voice technology] needs to change because it doesn't feel inclusive when I have to change how I speak and who I am, just to talk to technology""",731,,3 - Other,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.3 > Unequal performance across groups
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.03.02,11,3,2,,Risk Sub-Category,Quality-of-Service Harms,Increased labor,"increased burden (e.g., time spent) or effort required by members of certain social groups to make systems or products work as well for them as others","""I modify the way I talk to get a clear and concise response. I feel at times, voice recognition isn't programmed to understand people when they're not speaking in a certain way""",731,,3 - Other,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.3 > Unequal performance across groups
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.03.03,11,3,3,,Risk Sub-Category,Quality-of-Service Harms,Service/benefit loss,degraded or total loss of benefits of using algorithmic systems with inequitable system performance based on identity,"""It conveyed the opposite message than what I had originally intended, and cost somebody else a lot (of time)""",731,,2 - AI,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.3 > Unequal performance across groups
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.04.00,11,4,,,Risk Category,Interpersonal Harms,,Interpersonal harms capture instances when algorithmic systems adversely shape relations between people or communities.,,730,,3 - Other,3 - Other,2 - Post-deployment,5. Human-Computer Interaction,5.2 > Loss of human agency and autonomy
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.04.01,11,4,1,,Risk Sub-Category,Interpersonal Harms,Loss of agency/control,"Loss of agency occurs when the use [123, 137] or abuse [142] of algorithmic systems reduces autonomy. One dimension of agency loss is algorithmic profiling [138], through which people are subject to social sorting and discriminatory outcomes to access basic services... presentation of content may lead to “algorithmically informed identity change. . . including [promotion of] harmful person identities (e.g., interests in white supremacy, disordered eating, etc.).” Similarly, for content creators, desire to maintain visibility or prevent shadow banning, may lead to increased conforming of content","""[A photo recommender shared a] picture of my deceased mother [and it] just kind of caught me, and I sat there and thought about different things for a little bit. Then I had to get back to work. But I was distracted the whole time""",732,,3 - Other,3 - Other,2 - Post-deployment,5. Human-Computer Interaction,5.2 > Loss of human agency and autonomy
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.04.02,11,4,2,,Risk Sub-Category,Interpersonal Harms,Technology-facilitated violence,"Technology-facilitated violence occurs when algorithmic features enable use of a system for harassment and violence [2, 16, 44, 80, 108], including creation of non-consensual sexual imagery in generative AI... other facets of technology-facilitated violence, include doxxing [79], trolling [14], cyberstalking [14], cyberbullying [14, 98, 204], monitoring and control [44], and online harassment and intimidation [98, 192, 199, 226], under the broader banner of online toxicity","""[She] broke up with [him] due to his controlling behavior. After the break-up, he began to appear where she was. . . One day, while driving her [car], the air conditioner turned off. . . .After a few failed attempts, she figured the unit was broken. . . After a call with the [car's] customer support, she discovered a second person using the [car] app to connect""",732,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation"
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.04.03,11,4,3,,Risk Sub-Category,Interpersonal Harms,Diminished health & well-being,"algorithmic behavioral exploitation [18, 209], emotional manipulation [202] whereby algorithmic designs exploit user behavior, safety failures involving algorithms (e.g., collisions) [67], and when systems make incorrect health inferences","""I was getting ads for maternity clothes. I was like, 'Oh please stop.' . . . there's no way to tell your app, 'I had a miscarriage. Please stop sending me these updates'""",732,,2 - AI,3 - Other,2 - Post-deployment,5. Human-Computer Interaction,5.1 > Overreliance and unsafe use
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.04.04,11,4,4,,Risk Sub-Category,Interpersonal Harms,Privacy violations,"Privacy violation occurs when algorithmic systems diminish privacy, such as enabling the undesirable flow of private information [180], instilling the feeling of being watched or surveilled [181], and the collection of data without explicit and informed consent... privacy violations may arise from algorithmic systems making predictive inference beyond what users openly disclose [222] or when data collected and algorithmic inferences made about people in one context is applied to another without the person’s knowledge or consent through big data flows","""[Shopping] analytics had correctly inferred what he had not known, that his daughter was pregnant.""",732,,2 - AI,3 - Other,2 - Post-deployment,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.05.00,11,5,,,Risk Category,Societal System Harms,,"""Social system or societal harms reflect the adverse
macro-level effects of new and reconfigurable algorithmic systems,
such as systematizing bias and inequality [84] and accelerating the scale of harm [137]""",,731,,2 - AI,2 - Unintentional,2 - Post-deployment,6. Socioeconomic and Environmental,6.0 > Socioeconomic & Environmental
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.05.01,11,5,1,,Risk Sub-Category,Societal System Harms,Information harms,"information-based harms capture concerns of misinformation, disinformation, and malinformation. Algorithmic systems, especially generative models and recommender, systems can lead to these information harms","""Users are increasingly exposed to information assembled and presented algorithmically, and many users lack the literacy to comprehend how algorithms influence what they can and cannot see""",733,,3 - Other,2 - Unintentional,2 - Post-deployment,3. Misinformation,3.1 > False or misleading information
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.05.02,11,5,2,,Risk Sub-Category,Societal System Harms,Cultural harms,"Cultural harm has been described as the development or use of algorithmic systems that affects cultural stability and safety, such as “loss of communication means, loss of cultural property, and harm to social values”","""[An image search for 'thug' showing predominantly Black men] . . . It damages all the Black community because if you're damaging Black men, then you're hurting Black families""",733,,2 - AI,2 - Unintentional,2 - Post-deployment,5. Human-Computer Interaction,5.2 > Loss of human agency and autonomy
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.05.03,11,5,3,,Risk Sub-Category,Societal System Harms,Civic and political harms,"Political harms emerge when “people are disenfranchised and deprived of appropriate political power and influence” [186, p. 162]. These harms focus on the domain of government, and focus on how algorithmic systems govern through individualized nudges or micro-directives [187], that may destabilize governance systems, erode human rights, be used as weapons of war [188], and enact surveillant regimes that disproportionately target and harm people of color","""Bots, automated programs, are used to spread computational propaganda. While bots can be used for legitimate functions ... [they] can be used to spam, harass, silence opponents, 'give the illusion of large-scale consensus', sway votes, defame critics, and spread disinformation campaigns""",733,,3 - Other,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale"
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.05.04,11,5,4,,Risk Sub-Category,Societal System Harms,Labor & material/Macro-socio economic harms,"Algorithmic systems can increase “power imbalances in socio-economic relations” at the societal level [4, 137, p. 182], including through exacerbating digital divides and entrenching systemic inequalities [114, 230]. The development of algorithmic systems may tap into and foster forms of labor exploitation [77, 148], such as unethical data collection, worsening worker conditions [26], or lead to technological unemployment [52], such as deskilling or devaluing human labor [170]... when algorithmic financial systems fail at scale, these can lead to “flash crashes” and other adverse incidents with widespread impacts","""Harms associated with the labour and material supply chains of AI technologies, beta testing, and commercial exploitation” ",733,,3 - Other,3 - Other,2 - Post-deployment,6. Socioeconomic and Environmental,6.1 > Power centralization and unfair distribution of benefits
Sociotechnical Harms of Algorithmic Systems: Scoping a Taxonomy for Harm Reduction,Shelby2023,11.05.05,11,5,5,,Risk Sub-Category,Societal System Harms,Environmental harms,"depletion or contamination of natural resources, and damage to built environments... that may occur throughout the lifecycle of digital technologies [170, 237] from “crale (mining) to usage (consumption) to grave (waste)”","""The energy cost of training machine learning models...[and] harms from intensive water and fuel usage and server farms, consequent chemical and e-waste""",733,,2 - AI,2 - Unintentional,2 - Post-deployment,6. Socioeconomic and Environmental,6.6 > Environmental harm
AI Risk Profiles: A Standards Proposal for Pre-Deployment AI Risk Disclosures,Sherman2023,12.00.00,12,,,,Paper,,,,,,,,,,,
AI Risk Profiles: A Standards Proposal for Pre-Deployment AI Risk Disclosures,Sherman2023,12.01.00,12,1,,,Risk Category,Abuse & Misuse,,"""The potential for AI systems to be used maliciously or irresponsibly, including for creating deepfakes, automated cyber attacks, or invasive surveillance systems. Specifically denotes intentional use of AI for harm.""",,23048,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm"
